you probably have HIV Jesus	Tue Jun 02 19:46:14 +0000 2015	1433274374663	605822753204084737	3197980878	Juice 	alexsb3000	think positive
your intestines have cancer	Wed Jun 17 21:49:01 +0000 2015	1434577741659	611289470608896000	449476722	JanGod	JangoStango	Love learning about space. Son: @TheShahamz
Today's dispatch from Cancerland dares to ask the question, Can you be healthy even though you have cancer? 	Thu Jun 18 13:49:07 +0000 2015	1434635347659	611531087685242880	7842902	Pat Cadigan	Cadigan	writer, Arthur C. Clarke Award winner X 2, Locus Award winner X 3, Hugo Award winner, professional Bad Influence, currently kicking cancer's arse
I'm so thankful that I'm healthy. Must suck soo bad to have cancer or something :( #ShawnForMMVA	Thu Jun 18 15:12:17 +0000 2015	1434640337666	611552017291608064	2314023266	TYSM SHAWN | MET HIM	moe_mendes	PCD af since Shawn Mendes Minneapolis 4/14  Met Shawn 4/13 @ 3:05 pm                                             Shawn followed 3/29 @ 9:06pm
I don't have cancer I have a rare disease	Thu Jun 18 15:38:08 +0000 2015	1434641888661	611558522636136448	188401262	Sarah Simonsen	sickgirllovesJB	Im 22,fighting a rare sickness, Jesus is my King, im the biggest fan of CraigMcKibben followed me 05.14.15 and JonnyZguitar followed me 05.25.15
Bloke from British Heart Foundation just knocked on the door. "Sorry mate, I have cancer & just got made redundant". His *face*. Heh.	Fri Jun 19 13:11:47 +0000 2015	1434719507665	611884080335093760	48778272	Sybil Disobedience	PaolaOeste	Too feckless to be a dilettante.
#JohnHurt * Sir John Hurt: I have cancer Sir John Hurt: I have cancer 	Sat Jun 20 20:31:34 +0000 2015	1434832294661	612357143283417088	3035868652	Joy	boredg1rl	girl from Philly, tired of all the bullshit.
Follow me i have cancer but this time its forreal 	Sun Jun 21 05:39:45 +0000 2015	1434865185665	612495098153148416	602505831	sarahh	Sarah_alderman	What good is the warmth of summer, without the cold of winter to give it sweetness?
every time my boobs hurt, I think I have cancer or something	Mon Jun 22 02:22:54 +0000 2015	1434939774662	612807947081633792	792148766	fabri	Mandur_febreeze	things will always stay the same unless you face your shit head on
Really fucked that both my parents probably have cancer again	Mon Jun 22 02:50:45 +0000 2015	1434941445664	612814955771920384	183868181	dicktoria	victorias26c4u	i like boys n bad music
Maryland governor: I have cancer 	Mon Jun 22 21:00:12 +0000 2015	1435006812666	613089124849881088	1259869164	lock unem	fypjiyeon	[V] @Shadow_RP | Minah from Girls Day. LOCKED UNEM
JOKE: Knock, Knock. Who's there? Interrupting Doctor! Inter ... You have cancer! 	Tue Jun 23 01:21:32 +0000 2015	1435022492660	613154891511541761	636554096	GET LOLIFIED!	TheLOLWorld	RANDOMLY GENERATED Jokes. Humor. Funny Pics. Funny Videos to make u LOLified.-- Contents are from other sources. We are not the OWNER nor the AUTHOR!
holy shit you have cancer  	Tue Jun 23 11:11:33 +0000 2015	1435057893660	613303374067281921	2367922909	BIRTHDAY BOY AZRO	ArcaneAzro	avade
holy shit you have cancer  	Tue Jun 23 11:17:31 +0000 2015	1435058251661	613304875632467968	3303998021	c	dZGlobals	some tweets are sarcastic
You are truly a sick person requesting someone to prove they have cancer!	Tue Jun 23 13:58:26 +0000 2015	1435067906662	613345371641659394	152431696	Shawn/TrulyBlessed81	MsCincy	Too Blessed to Be Stressed...In All Things Give Thanks! Pray without ceasing....  Love Ohio State & University of Missouri Football!
The doctor said that if my hand was bigger then my face, it means I have cancer... :'( 	Tue Jun 23 19:12:51 +0000 2015	1435086771664	613424497195094016	3293036351	MLGBreadBurglar420	TheBreadBurglar	Posting fun stuff that happens... follow me on: vine: Fun4AReason i.    post.     jokes.      *laughs*
Does your dog have cancer? Don't lose heart 	Wed Jun 24 03:38:57 +0000 2015	1435117137658	613551861405057024	492118438	Pet Care	PetsSupport	I love pets they are great.
Does your dog have cancer? Don't lose heart, take it to Navi Mumbai Tata Centre  	Wed Jun 24 04:18:51 +0000 2015	1435119531660	613561902577233920	632671727	The Metrognome	MetrognomeIndia	Much ado about Mumbai. Documenting Mumbai's people, passions and poetry daily.  Instagram: themetrognome
hey did u kno if my hand is bigger than your face u have cancer 	Thu Jun 25 03:43:43 +0000 2015	1435203823666	613915448875294720	476469098	ohana	lawnchairs	zayn at valentino
please tell us are you sure you will not have cancer why deprive indian patients by casting doubt Hifi tech only for rich	Fri Jun 26 13:04:51 +0000 2015	1435323891665	614419050563637248	2991944597	Pracheesh 	KPracheesh	aam admi  fooled  by   Kejriwal
I went on Westboro Baptist Church's twitter and now I have cancer ):	Fri Jun 26 21:36:10 +0000 2015	1435354570665	614547727616212993	2169219684	Alpha	Alpha_GamesYT	Come and watch my videos!  http://www.youtube.com/user/GamingAlpha101
Today, every home has drugs, after few years, every home will have cancer. Think wise! Leave drugs today #MSGKickToDrugs	Sat Jun 27 01:02:20 +0000 2015	1435366940661	614599611139751936	2913564452	Rameshwar Insha	dayalinsha	
Today, every home has drugs, after few years, every home will have cancer. Think wise! Leave drugs today #MSGKickToDrugs"	Sat Jun 27 14:29:05 +0000 2015	1435415345661	614802636424908800	2858321143	mukesh insa	mukeshinsa91	kotak mahindra bank
Remember last year when the keynote speaker started talking about porn & toilets that can tell you if you have cancer	Sun Jun 28 04:50:52 +0000 2015	1435467052664	615019511314407424	1046022769	osama bin luscious	pelayerr	UC Davis Animal Science. i like making cool lines with pen
I do, I had someone pretend to have cancer, & had to see a counsellor to understand why someone would do that	Sun Jun 28 11:58:02 +0000 2015	1435492682665	615127011330109440	51607683	Zerafina Zara	zerafinazara	Forte Presence voice & nonverbals coach for corporates, stagecraft specialist for bands & top performers, choreographer. SInger, songwriter, performer.
But again, I'd rather be accused being a rapist than being a bad tipper. I also rather my buddy didn't have cancer.	Sun Jun 28 16:23:49 +0000 2015	1435508629661	615193897879384064	103712716	Ryan Schofield	scho525	I like to drink, gamble, and make tasteless jokes.  Host of The Scho-Zone podcast.  Available on iTunes and http://www.rocpodcasts.com
According to vegans I'll have cancer and heart disease by the time I'm 30 lol	Sun Jun 28 23:26:42 +0000 2015	1435534002664	615300319967248384	366286361	Ivan DeLeon	idl7	
She is still lying & Conwoman. 'I thought I did have cancer': #Health blogger #Belle Gibson defends terminal illness 	Sun Jun 28 23:33:16 +0000 2015	1435534396657	615301972493664256	2798717293	Cliff 	Ozzyboy9	
mite have cancer of liver or some other liver problem 	Mon Jun 29 02:56:23 +0000 2015	1435546583659	615353088484974592	325536525	Js	ColSamTrautman	
I know this feeling...... So you've found out you have cancer, and your anxious, someone tells you all about... 	Mon Jun 29 05:49:54 +0000 2015	1435556994662	615396755396558848	22501670	Winston Matthews	WinstonMatthews	
Do I look like I have cancer or smthing.... 	Mon Jun 29 09:16:00 +0000 2015	1435569360666	615448622176428032	3177863594	Shaiful	ShaireIia	HotStuff
Netflix's 'Tig' Trailer: "Good evening. Hello. I have cancer."  	Tue Jun 30 04:50:42 +0000 2015	1435639842658	615744245077442560	2880012716	Alex Hernandez	AlexTexans22	
When you have cancer and are in great pain. Will you seek medical care or will you just pray?	Tue Jun 30 21:50:33 +0000 2015	1435701033665	616000898762977284	2741115089	Min. of silly talks	ministryofstalk	Gullibility Exorcist
he will now have cancer in his eyes because of my face	Wed Jul 01 00:12:37 +0000 2015	1435709557665	616036651010109440	2770329495	riley;sarah	lameaxstin	update: this is now an axstin fan account
I'm 26, and I could have cancer right now. Just the way the genes happened. Hell, I'm at risk for three kinds.	Wed Jul 01 02:27:09 +0000 2015	1435717629664	616070507427790848	2534180251	Robert Lyle	ResoluteRL	Author of fantasy, romance, and/or erotica who imagines himself as a gryphon. AKA Resolute/ResoluteRL. Genderfluid, furry, strange. :&gt;
i've have a sore throat and it said i have cancer um	Wed Jul 01 03:56:05 +0000 2015	1435722965657	616092888204750848	2541837841	alyssa	jlawscamp	my favorite book is the hunger games *wink*
Man Im blessed that my mom's test results come out good. She doesn't have cancer man	Wed Jul 01 05:38:57 +0000 2015	1435729137657	616118775448928256	2949175956	JULY 1ST 	jujuortizzzzz	4 h's
I've got cancer too! & the Aids. Now where's my Preston shirt? #preston	Tue Jun 02 13:05:10 +0000 2015	1433250310658	605721821451808769	3107632312	Count Spacula	SpacsBack	It's no measure of health to be well adjusted to a profoundly sick society ..........Or some such shit.
Sad to hear a colleague aged 34 is fighting for his life and another only 36 whos got cancer. hits home especially when they're your age	Tue Jun 02 17:10:23 +0000 2015	1433265023664	605783532271566848	247695084	Chelle Sayers	chellesayers	supporter of lewes cfc, lover of cows
the first one I remember well. Heard he got cancer & went away somewhere	Sun Jun 07 00:42:22 +0000 2015	1433637742659	607346829043200000	216311666	small_affair	small_affair	Artist. Solidarity political prisoners. NOLA livestream http://t.co/hGEXKgSPex Donate to help cover  activist materials http://t.co/U8EREESHzP
Ill tell this to my best bestest frnd  as he got cancer,really less time in his hand, #BhagwanBharose 7	Sun Jun 07 10:20:46 +0000 2015	1433672446659	607492388169211904	1053840884	Rajiv gupta	im_dark_lord	
The homegirl really told me she got cancer and was suppose to die like 8 years ago smh.....	Tue Jun 09 20:00:32 +0000 2015	1433880032664	608363066980474882	68885138	Tito Esteban-Sabado	DJTosin	Proverbs 16:9 ESV / The heart of man plans his way, but the Lord establishes his steps.
dude got cancer & basically using it as an excuse to double down on being a prick	Thu Jun 11 20:57:29 +0000 2015	1434056249664	609102174648307712	2179635597	its now or nerevar	xXxADHDxXx	cute old guy, garbage nerd marxist
Not with that fuckboy Rooney up front, the lad finishes like he's got cancer in his metatarsal.	Fri Jun 12 16:13:56 +0000 2015	1434125636663	609393204815884288	708629749	Jiggs	Jackel_Ramzilla	When I was 12, my favorite rapper was Shaquille O'Neal.
yeah. This morning. He got cancer again and this time the doctors couldn't do anything.	Fri Jun 12 19:24:03 +0000 2015	1434137043660	609441049228935168	1005336662	Hector Arellano	hector_280z	Half Killer Half Nerdy.                                 snapchat: hector_280z
As a boy I was teased by another child I could only describe as a heartless monster, still he got cancer in the end so I got the last laugh.	Sun Jun 14 08:30:22 +0000 2015	1434270622665	610001320184008704	3173212517	The joker	thejokersgag	
Ann Reid says come at it sideways: So, then do you think pharma lies about everything? If you got cancer, would u refuse treatment? #AAASPD	Mon Jun 15 20:16:34 +0000 2015	1434399394659	610541429073543168	184010593	MyScienceWork	MyScienceWork	Empowering science communication through Polaris platforms for institutions and the MyScienceWork global portal for research
sir Sonia Gandhi got cancer treatment at undisclosed location as soon she came back attended rallies	Tue Jun 16 18:00:30 +0000 2015	1434477630659	610869574641274880	29687579	Sandeep Gandotra	sandeepgandotra	A Traveler,school stationery manufacturer..MBA,MIB by edu.rebel against every wrong..Nation first ... no hatred for anybody..here to know about world...
what if a kid got cancer and his dying wish was to go to the roblox hq and when they got there it turns out it's julius coles	Wed Jun 17 21:02:33 +0000 2015	1434574953657	611277776881098752	1394878730	polyheFUCK	polyhedrug	HALF NAKED. GOOD LOOKIN'. YOU'RE JUST TOO HOT. @furga000
john hurt from alien got cancer 	Thu Jun 18 01:27:44 +0000 2015	1434590864664	611344512481427456	325536525	Js	ColSamTrautman	
#tfiostrailer if i got cancer then wud u finaly come back	Sun Jun 21 08:19:16 +0000 2015	1434874756665	612535241836630017	1242803252	 Sad Jack	JacksDepression	Hello I am jack and this is my place of solitude and emotion, I like starbucks and COD and if you dont your a fukking tard.
Remember, I read Youtube comments for years and then I got cancer. Coincidence?	Sun Jun 21 11:43:30 +0000 2015	1434887010660	612586638816874496	2882721857	Chancellor Zuuzuu	SuperZuuzuu	Will hear out your stance and claim. Down for fun, lewds, and vidya.
Pray for the #Marylad governor. Say whatever about but the dude got cancer. #LarryHogan	Mon Jun 22 23:02:32 +0000 2015	1435014152660	613119911016202240	3069245443	Salieu Sidique	sal_kingkunta	Intellectual, Deep Thinking Cartoon from Space. Aspiring producer, writer, model, actor. too white for the black kids too black for the whites...Shout out to MV
he got cancer now bless that dude soul he was great in the 2004&2007 series	Sun Jun 28 02:57:32 +0000 2015	1435460252659	614990990026371072	336902969	1999 PEDRO MARTINEZ	b0ss561	ALL-AMERICAN PROFESSIONAL 2ND BASEMAN FOR THE CALIFORNIA CODINE COWBOYS #UGLYMOB CEO WITH @MASTERYUNGGOD https://twitter.com/300devin/status/595085854915371008
Whenever I start cursing at the traffic or on the phone. I remind myself that we all got cancer in our bones. #Terminal 	Mon Jun 29 15:49:24 +0000 2015	1435592964659	615547624498683904	527029488	MJShem Omay	MJShemOmay	Trying hard singer/songwriter. I love music but loyal to rock and roll. Geek under grace. (I have no record label) http://songsoftheocean.blogspot.com
"I've got cancer" "Oh that's so sad to hear. Let's look at the short term loans instead shall we?" #TheBank	Tue Jun 30 21:13:35 +0000 2015	1435698815661	615991595779948544	3195649179	Count Spacula	CountSpackula	It is no measure of health to be well adjusted to a profoundly sick society......Or some such shit
Just had kids in obeysupremacy and dZ saying there better snipers than me on about there bo2 5ons got cancer	Wed Jul 01 01:37:20 +0000 2015	1435714640665	616057970657525760	1725115656	RJ 	Dark_Luqi	the great one.
I can't believe you're following me!! I almost had a heart attack	Mon Jun 01 06:43:20 +0000 2015	1433141000660	605263342089998336	2886400445	christian lane	christianrlane	
omg I thought this was me and nearly had a heart attack wtf 	Mon Jun 01 06:58:18 +0000 2015	1433141898665	605267108595965952	2881955854	im problematic	queenofwash	I'm gay
I literally had a heart attack when I saw #WelcomeBackTo1DZayn trending worldwide! Omg	Mon Jun 01 10:40:59 +0000 2015	1433155259663	605323148683132928	578017684	luek	penguinsrcupcks	he's in a band, we do weird shit sometimes.
I literally had a heart attack when I saw #WelcomeBackTo1DZayn trending worldwide! Omg	Mon Jun 01 10:55:06 +0000 2015	1433156106659	605326701241860096	2935349107	Darry||	NONE1992O	Follow your Dream ! And Make it Real  . Live your life , Don't look back 0/5 But It's okay one day maybe they will follow me :)x.
Looks more like you've had a heart attack than a haircut mate 	Mon Jun 01 17:06:08 +0000 2015	1433178368661	605420074846044160	208570534	han	hannahmilleer	dancer currently training @ london studio centre.
Looks more like you've had a heart attack than a haircut mate 	Mon Jun 01 17:06:47 +0000 2015	1433178407662	605420238428086272	1096061005	Emma Simons	emmyfig456	18, Isle of Man
For a second I thought the drum set was matte black and I had a heart attack	Mon Jun 01 20:27:39 +0000 2015	1433190459666	605470788196691969	2773949554	f(m)e(me)licia	YvesSaintTroye	pesky teen
Dope so good I let the junkie hit it once he damn near had a heart attack	Mon Jun 01 22:53:46 +0000 2015	1433199226662	605507559643054080	1035868866	Saltinne	Saltinne	[Bomb Squad] Wolf Gang OTM 88
OMG! Phewweeeeeeee  + I just had a heart attack #DragRace #TeamViolet	Tue Jun 02 03:20:22 +0000 2015	1433215222666	605574651746484224	253286761	Camara Lewis	Camara_Lewis	Social Media Coordinator at @MichiganDOC & @michiganstateu Alumna. Don't mind me while I try to become the next Rachel Ray & Miranda Priestly! Connect with me!
Just had a heart attack. #gothim 	Tue Jun 02 04:15:31 +0000 2015	1433218531659	605588530669219840	399742176	emilykienast	emilykienast29	Life only comes around once, so do whatever makes you happy, and be with whoever makes you smile.
I had to explain to my coworkers why I almost had a heart attack at work cause you favorited two tweets earlier. You promo tho	Thu Jun 04 03:39:00 +0000 2015	1433389140665	606304116705394688	350524759	Hanna	Pizzawarriors	one time, tyler oakley asked me if i was a carrot, it was awesome.                                    1/5 of the Michigan Fab Five
What about the perosnal liability insurance in case someone had a heart attack or fell over and cracked their... 	Thu Jun 04 05:28:25 +0000 2015	1433395705662	606331652298711040	600783504	Christine Hogan	CN_Publisher	
If Shump had made that shot,  would've had a heart attack lol	Fri Jun 05 03:34:54 +0000 2015	1433475294666	606665472776355841	21550459	Call me Kari	LyricalPhetish	Less is more.
Everyone had a heart attack today 	Fri Jun 05 04:36:04 +0000 2015	1433478964661	606680865851228160	2506298264	Matthew A.	orTHOUGHTdox	No half measures.
almost had a heart attack cause one of my co-workers stopped by my desk just as exo's performance ended dsfjhsjdkfsl	Fri Jun 05 10:40:00 +0000 2015	1433500800657	606772452656451584	2952275197	O	timesandspaces	everyday I sob over a korean band, debate about the reasons why I scanlate manga, and pretend I know how to blog about books
Think I just had a heart attack. Fargo drivers are too damn crazy	Fri Jun 05 21:11:07 +0000 2015	1433538667663	606931278391214081	452537939	Hope Marie 	hopemarie2013	Increase the peace
I almost had a heart attack	Fri Jun 05 21:25:55 +0000 2015	1433539555659	606935002916470784	2203893322	Juan V	Juan_M1270	octopussy
Dr. Roach: Plant-based diet right for many: Dear Dr. Roach: I had a heart attack a year ago. My wife a...  #health	Sat Jun 06 13:55:44 +0000 2015	1433598944661	607184098445000707	130922173	Amy Simmons	AmyS_Health	Sharing quality health resources for healthy living.
Wish Busquets had a heart attack when he hit the floor. Diving cunt	Sat Jun 06 19:07:17 +0000 2015	1433617637661	607262502569787392	89197022	Lee	SAFCBear	#SAFC #Bears fan, animal rescuing beer drinking cyclist. I love Big Dick (and cheers Mrs Big Dick). #BSFC1008
If Suarez had a heart attack on the pitch I still wouldn't believe him	Sat Jun 06 20:31:28 +0000 2015	1433622688657	607283687982571521	382150360	AMZ	asapxamz	IG&TUMBLR: @ASAPXAMZ
Forget the stroke almost had a heart attack when it started going "23-19 WE'VE GOT A 23-19"	Sun Jun 07 01:30:36 +0000 2015	1433640636663	607358967375872000	1534958628	Progress 	Awesomegeek21	#awesome,tech geek,Disney lover, #kid4everandeverbecauseofDisney #wdwkid #cop #tta  #Disney #CM Cast Member @ Walt Disney World I'm an Attractions Host
think I almost had a heart attack while watching incidious 3 js	Sun Jun 07 03:50:39 +0000 2015	1433649039663	607394212112420864	3135342231	Alex Browning	alexanderuhh	woodson
Mike Wilner just had a heart attack on-air. #jays	Sun Jun 07 20:16:36 +0000 2015	1433708196663	607642334553964544	237829405	Mat	MatGrieve36	Right where I want to be.
